date,brand,group,plastic,category,location,count
2022-09-06,Coca Cola Beverages South Africa,Coca Cola Beverages South Africa,PET,Soda,Johanna Road,43
2022-09-06,Twist,Coca Cola Beverages South Africa,PET,Soda,Johanna Road,5
2022-09-06,Stoney,Coca Cola Beverages South Africa,PET,Soda,Johanna Road,4
2022-09-06,Sprite,Coca Cola Beverages South Africa,PET,Soda,Johanna Road,3
2022-09-06,Powerade,Coca Cola Beverages South Africa,PET,Soda,Johanna Road,4
2022-09-06,Fanta,Coca Cola Beverages South Africa,PET,Soda,Johanna Road,3
2022-09-06,bonaqua,Coca Cola Beverages South Africa,PET,Water,Johanna Road,1
2022-09-06,Spar-Letta,Coca Cola Beverages South Africa,PET,Water,Johanna Road,2
2022-09-06,Valpré Spring Water,Coca Cola Beverages South Africa,PET,Water,Johanna Road,0
2022-09-06,Schweppes,Coca Cola Beverages South Africa,PET,Soda,Johanna Road,4
2022-09-06,Cooee,Bevco - The Beverage Company,PET,Soda,Johanna Road,22
2022-09-06,Pepsi,Bevco - The Beverage Company,PET,Soda,Johanna Road,0
2022-09-06,aQuellé,Ekhamanzi Springs,PET,Water,Johanna Road,9
2022-09-06,Sunfoil,Willowton Group,PET,Sunflower Oil,Johanna Road,20
2022-09-06,Sunshine D,Willowton Group,PET,Food Container/Packaging,Johanna Road,0
2022-09-06,d'Lite,Willowton Group,PET,Sunflower Oil,Johanna Road,4
2022-09-06,d'Lite,Willowton Group,HDPE/PP,Food Container/Packaging,Johanna Road,3
2022-09-06,Smirnoff,Smirnoff,PET,Alcohol,Johanna Road,13
2022-09-06,NOLA,RCL Foods,PET,Food Container/Packaging,Johanna Road,17
2022-09-06,NOLA,RCL Foods,HDPE/PP,Food Container/Packaging,Johanna Road,3
2022-09-06,YUM YUM,RCL Foods,PET,Food Container/Packaging,Johanna Road,2
2022-09-06,YUM YUM,RCL Foods,HDPE/PP,Food Container/Packaging,Johanna Road,2
2022-09-06,Number 1,RCL Foods,HDPE/PP,Food Container/Packaging,Johanna Road,0
2022-09-06,PIEMAN'S,RCL Foods,PET,Food Container/Packaging,Johanna Road,0
2022-09-06,Checker's House Brand,Checker's,PET,Sunflower Oil,Johanna Road,0
2022-09-06,Checker's House Brand,Checker's,HDPE/PP,Food Container/Packaging,Johanna Road,1
2022-09-06,Gentle Magic,Gentle Magic,PET,Skin/Hair Products,Johanna Road,5
2022-09-06,Woolworths Food,Woolworths,PET,Juices,Johanna Road,0
2022-09-06,Woolworths Food,Woolworths,HDPE/PP,Food Container/Packaging,Johanna Road,3
2022-09-06,UnID Water,unidentifiable,PET,Water,Johanna Road,7
2022-09-06,UnID Oils,unidentifiable,PET,Sunflower Oil,Johanna Road,17
2022-09-06,PET,unidentifiable,PET,Container,Johanna Road,25
2022-09-06,UnID Medical,unidentifiable,HDPE/PP,Medical Container,Johanna Road,24
2022-09-06,DEO,DEO,HDPE/PP,Deodorant,Johanna Road,9
2022-09-06,Containers,Containers,HDPE/PP,Container,Johanna Road,0
2022-09-06,Buckets,Buckets,HDPE/PP,Bucket,Johanna Road,0
2022-09-06,OTHER,OTHER,HDPE/PP,Unidentifiable,Johanna Road,95
2022-09-06,Clover,Clover Industries LTD,PET,Juices,Johanna Road,3
2022-09-06,Clover,Clover Industries LTD,HDPE/PP,Milk,Johanna Road,63
2022-09-06,Tropika,Clover Industries LTD,PET,Juices,Johanna Road,0
2022-09-06,Tropika,Clover Industries LTD,HDPE/PP,Juices,Johanna Road,0
2022-09-06,Super M,Clover Industries LTD,HDPE,Milk,Johanna Road,0
2022-09-06,Quali,Clover Industries LTD,PET,Juices,Johanna Road,0
2022-09-06,Quali,Clover Industries LTD,HDPE/PP,Juices,Johanna Road,0
2022-09-06,Aquartz,Clover Industries LTD,PET,Water,Johanna Road,0
2022-09-06,Sip Up,Clover Industries LTD,HDPE,Milk,Johanna Road,0
2022-09-06,Go Nuts,Clover Industries LTD,HDPE,Food Container/Packaging,Johanna Road,0
2022-09-06,Daly's,Pioneer Foods,PET,Juices,Johanna Road,3
2022-09-06,Ceres,Pioneer Foods,NA,Juices,Johanna Road,1
2022-09-06,OROS,Tiger Brands,PET,Juices,Johanna Road,3
2022-09-06,Dolly Varden,Tiger Brands,PET,Skin/Hair Products,Johanna Road,2
2022-09-06,Dolly Varden,Tiger Brands,HDPE/PP,Skin/Hair Products,Johanna Road,0
2022-09-06,Hall's,Tiger Brands,PET,Juices,Johanna Road,1
2022-09-06,Energade,Tiger Brands,PET,Soda,Johanna Road,3
2022-09-06,Ingram's (The Skin Doctor),Tiger Brands,HDPE/PP,Skin/Hair Products,Johanna Road,5
2022-09-06,IJUBA,United National Breweries PTY LTD,HDPE/PP,Alcohol,Johanna Road,62
2022-09-06,Knorr,Unilever,HDPE/PP,Food Container/Packaging,Johanna Road,10
2022-09-06,dawn,Unilever,HDPE/PP,Deodorant,Johanna Road,14
2022-09-06,Domestos,Unilever,HDPE/PP,Cleaning Product,Johanna Road,2
2022-09-06,Dove,Unilever,HDPE/PP,Deodorant,Johanna Road,2
2022-09-06,Handy Andy,Unilever,HDPE/PP,Cleaning Product,Johanna Road,4
2022-09-06,Ola,Unilever,HDPE/PP,Food Container/Packaging,Johanna Road,5
2022-09-06,Shield,Unilever,HDPE/PP,Deodorant,Johanna Road,6
2022-09-06,Vaseline,Unilever,HDPE/PP,Skin/Hair Products,Johanna Road,21
2022-09-06,Brut,Unilever,HDPE/PP,Deodorant,Johanna Road,4
2022-09-06,OMO,Unilever,HDPE/PP,Cleaning Product,Johanna Road,0
2022-09-06,Comfort,Unilever,HDPE/PP,Cleaning Product,Johanna Road,0
2022-09-06,Sunlight,Unilever,PET,Cleaning Product,Johanna Road,1
2022-09-06,Orange Grove,Orange Grove,PET,Juices,Johanna Road,0
2022-09-06,Orange Grove,Orange Grove,HDPE/PP,Milk,Johanna Road,10
2022-09-06,Flora,Siqolo Foods,HDPE/PP,Food Container/Packaging,Johanna Road,3
2022-09-06,Rama,Siqolo Foods,HDPE/PP,Food Container/Packaging,Johanna Road,4
2022-09-06,Stork,Siqolo Foods,HDPE/PP,Food Container/Packaging,Johanna Road,10
2022-09-06,Rondo,Siqolo Foods,HDPE/PP,Food Container/Packaging,Johanna Road,0
2022-09-06,Clere,Amka Products,HDPE/PP,Skin/Hair Products,Johanna Road,16
2022-09-06,Easy Waves,Amka Products,HDPE/PP,Skin/Hair Products,Johanna Road,1
2022-09-06,Playboy/Playgirl,Amka Products,HDPE/PP,Deodorant,Johanna Road,5
2022-09-06,Shower to Shower,Amka Products,HDPE/PP,Skin/Hair Products,Johanna Road,5
2022-09-06,Sta-Sof-Fro,Amka Products,HDPE/PP,Skin/Hair Products,Johanna Road,3
2022-09-06,Stylin',Amka Products,HDPE/PP,Skin/Hair Products,Johanna Road,1
2022-09-06,NIVEA,Beiersdorf,HDPE/PP,Skin/Hair Products,Johanna Road,16
2022-09-06,Top Class,Kwaden Group (imana foods),HDPE/PP,Food Container/Packaging,Johanna Road,10
2022-09-06,parmalat,Lactalis,HDPE/PP,Milk,Johanna Road,6
2022-09-06,Mylan,Viatris,HDPE/PP,Medical Container,Johanna Road,9
2022-09-06,NTSU,Mr Snuff,HDPE/PP,Tobacco,Johanna Road,10
2022-09-06,Oh So Heavenly,wipro,HDPE/PP,Skin/Hair Products,Johanna Road,4
2022-09-06,Yogi Sip,danone,HDPE/PP,Milk,Johanna Road,11
2022-09-06,alpro,danone,HDPE/PP,Milk,Johanna Road,0
2022-09-06,Inkomazi,danone,HDPE/PP,Milk,Johanna Road,0
2022-09-06,NutriDay,danone,HDPE/PP,Milk,Johanna Road,0
2022-09-06,Spring Meadow Dairy Farm,Spring Meadow Dairy Farm,PET,Milk,Johanna Road,5
2022-09-06,NA,Spring Meadow Dairy Farm,HDPE/PP,Milk,Johanna Road,10
2022-09-06,Crystal Valley,Crystal Valley,HDPE/PP,Milk,Johanna Road,10
2022-09-06,MAZ,MAZ,PET,Juices,Johanna Road,2
2022-09-06,Wild Island,Wild Island,PET,Juices,Johanna Road,4
2022-09-06,Save Water,Save Water,PET,Water,Johanna Road,3
2022-09-06,Pot 'o' Gold,Pot 'o' Gold,PET,Food Container/Packaging,Johanna Road,4
2022-09-06,Diamond Perlé,Diamond Perlé,PET,Water,Johanna Road,1
2022-09-06,Cappy,Coca Cola Beverages South Africa,PET,Juices,Johanna Road,1
2022-09-06,Bramley,Bramley,PET,Juices,Johanna Road,2
2022-09-06,Bramley,Bramley,HDPE/PP,Food Container/Packaging,Johanna Road,1
2022-09-06,Still Thirsti,Still Thirsti,PET,Water,Johanna Road,1
2022-09-06,Large Gas Containers,Miscellaneous,HDPE/PP,Container,Johanna Road,10
2022-09-06,Jabulani,Amasi,HDPE/PP,Milk,Johanna Road,5
2022-09-06,Gandour,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,6
2022-09-06,AVON,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,3
2022-09-06,Caro Light,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,3
2022-09-06,Mitchum,OTHER,HDPE/PP,Deodorant,Johanna Road,3
2022-09-06,Garnier,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,4
2022-09-06,Skin Clinic,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,4
2022-09-06,Hetero Drugs South Africa,OTHER,HDPE/PP,Medical Container,Johanna Road,7
2022-09-06,Cipla,OTHER,HDPE/PP,Medical Container,Johanna Road,4
2022-09-06,MPACT,OTHER,HDPE/PP,Container,Johanna Road,0
2022-09-06,mondi,OTHER,HDPE/PP,Container,Johanna Road,0
2022-09-06,Dettol,OTHER,PET,Skin/Hair Products,Johanna Road,0
2022-09-06,Nestlé,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,0
2022-09-06,Johnson's,OTHER,PET,Medical Container,Johanna Road,0
2022-09-06,Sir Fruit,OTHER,PET,Juices,Johanna Road,0
2022-09-06,Lucozade,OTHER,PET,Soda,Johanna Road,0
2022-09-06,Wimpy,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,0
2022-09-06,Check Value Sun Oil,OTHER,PET,Sunflower Oil,Johanna Road,0
2022-09-06,Check Value Washing,OTHER,PET,Cleaning Product,Johanna Road,0
2022-09-06,Check Value,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,0
2022-09-06,Twizza,OTHER,PET,Soda,Johanna Road,0
2022-09-06,Spar,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,0
2022-09-06,We are AQUA,OTHER,PET,Water,Johanna Road,0
2022-09-06,One-Juice,OTHER,PET,Juices,Johanna Road,0
2022-09-06,Indlovu,OTHER,PET,Alcohol,Johanna Road,0
2022-09-06,Safola,OTHER,PET,Sunflower Oil,Johanna Road,0
2022-09-06,Clicks,OTHER,PET,Skin/Hair Products,Johanna Road,0
2022-09-06,Sunola,OTHER,PET,Sunflower Oil,Johanna Road,0
2022-09-06,Rider's Vodka,OTHER,PET,Alcohol,Johanna Road,0
2022-09-06,Volutrip,OTHER,HDPE/PP,Medical Container,Johanna Road,0
2022-09-06,Swiss Yoghurt,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,0
2022-09-06,Lancewood,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,0
2022-09-06,Pick n Pay,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,0
2022-09-06,Dairymaid,OTHER,HDPE/PP,Milk,Johanna Road,0
2022-09-06,Castrol,OTHER,HDPE/PP,Container,Johanna Road,0
2022-09-06,Rainbow,OTHER,HDPE/PP,Container,Johanna Road,0
2022-09-06,Plascon,OTHER,HDPE/PP,Bucket,Johanna Road,0
2022-09-06,Revlon,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,0
2022-09-06,shell,OTHER,HDPE/PP,Container,Johanna Road,0
2022-09-06,Natural flow,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,0
2022-09-06,Safripol,OTHER,PET,Container,Johanna Road,0
2022-09-06,Fusion,OTHER,PET,Soda,Johanna Road,1.5
2022-09-06,Grapetiser,OTHER,PET,Soda,Johanna Road,1.5
2022-09-06,Brookes,OTHER,PET,Juices,Johanna Road,1.5
2022-09-06,Supreme Foods,OTHER,PET,Food Container/Packaging,Johanna Road,1.5
2022-09-06,Portia,OTHER,PET,Food Container/Packaging,Johanna Road,1.5
2022-09-06,Tulip Int. Inc.,OTHER,PET,Container,Johanna Road,1.5
2022-09-06,just,OTHER,PET,Juices,Johanna Road,1.5
2022-09-06,Crystal,OTHER,PET,Soda,Johanna Road,1.5
2022-09-06,Garlic Man,OTHER,PET,Food Container/Packaging,Johanna Road,1.5
2022-09-06,B-Well,OTHER,PET,Food Container/Packaging,Johanna Road,1.5
2022-09-06,Yum Fun,OTHER,PET,Food Container/Packaging,Johanna Road,1.5
2022-09-06,Dew Whole Salers,OTHER,PET,Food Container/Packaging,Johanna Road,1.5
2022-09-06,Rajmeers,OTHER,PET,Food Container/Packaging,Johanna Road,1.5
2022-09-06,Check Mart,OTHER,PET,Food Container/Packaging,Johanna Road,1.5
2022-09-06,Karou Charou,OTHER,PET,Food Container/Packaging,Johanna Road,1.5
2022-09-06,Gorima's Magi,OTHER,PET,Food Container/Packaging,Johanna Road,1.5
2022-09-06,Renew,OTHER,PET,Food Container/Packaging,Johanna Road,1.5
2022-09-06,Hercules,OTHER,PET,Skin/Hair Products,Johanna Road,1.5
2022-09-06,King's,OTHER,PET,Food Container/Packaging,Johanna Road,1.5
2022-09-06,Saharaveg,OTHER,PET,Food Container/Packaging,Johanna Road,1.5
2022-09-06,Indlovu,OTHER,PET,Alcohol,Johanna Road,1.5
2022-09-06,Sunstar,OTHER,PET,Sunflower Oil,Johanna Road,1.5
2022-09-06,Inkosazona,OTHER,PET,Skin/Hair Products,Johanna Road,1.5
2022-09-06,All Wheys,OTHER,PET,Food Container/Packaging,Johanna Road,1.5
2022-09-06,Excella,OTHER,PET,Sunflower Oil,Johanna Road,1.5
2022-09-06,Bhubezi Herbals,OTHER,PET,Food Container/Packaging,Johanna Road,1.5
2022-09-06,Crez,OTHER,PET,Skin/Hair Products,Johanna Road,1.5
2022-09-06,Rider's Vodka,OTHER,PET,Alcohol,Johanna Road,1.5
2022-09-06,Kwik Shine,OTHER,HDPE/PP,Cleaning Product,Johanna Road,1.5
2022-09-06,Black Chic,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-06,Créche Guard,OTHER,HDPE/PP,Medical Container,Johanna Road,1.5
2022-09-06,Aluvia,OTHER,HDPE/PP,Medical Container,Johanna Road,1.5
2022-09-06,Nasca,OTHER,HDPE/PP,Bucket,Johanna Road,1.5
2022-09-06,Polar,OTHER,HDPE/PP,Bucket,Johanna Road,1.5
2022-09-06,Alpecin,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-06,Sunlight Baby,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-06,SO,OTHER,HDPE/PP,Unidentifiable,Johanna Road,1.5
2022-09-06,Cocopulp,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-06,Daksprings dairy,OTHER,HDPE/PP,Milk,Johanna Road,1.5
2022-09-06,Biogen,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-06,Sakuma,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,1.5
2022-09-06,More Jam,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,1.5
2022-09-06,Stylin' Dredz,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-06,Dark and Lovely,OTHER,HDPE/PP,skiin,Johanna Road,1.5
2022-09-06,Wimpy,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,1.5
2022-09-06,Umkhucululu,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-06,Non-Gamela,OTHER,HDPE/PP,Container,Johanna Road,1.5
2022-09-06,Rieter,OTHER,HDPE/PP,Unidentifiable,Johanna Road,1.5
2022-09-06,Powa,OTHER,HDPE/PP,Unidentifiable,Johanna Road,1.5
2022-09-06,Amazing Skincare,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-06,ex-cla-mat!on,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-06,Amasi,OTHER,HDPE/PP,Milk,Johanna Road,1.5
2022-09-06,Sadie,OTHER,HDPE/PP,Alcohol,Johanna Road,1.5
2022-09-06,MOM,OTHER,HDPE/PP,Unidentifiable,Johanna Road,1.5
2022-09-06,Bio Claire,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-06,M.C.O,OTHER,HDPE/PP,Unidentifiable,Johanna Road,1.5
2022-09-06,White Gold,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-06,Lenthéric,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-06,Cetaphil,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-06,fox,OTHER,HDPE/PP,Unidentifiable,Johanna Road,1.5
2022-09-06,B-sanitized,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-06,TV,OTHER,HDPE/PP,Unidentifiable,Johanna Road,1.5
2022-09-06,Activo Vite,OTHER,HDPE/PP,Medical Container,Johanna Road,1.5
2022-09-06,Omega Chem,OTHER,HDPE/PP,Medical Container,Johanna Road,1.5
2022-09-06,Farm Gold,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,1.5
2022-09-06,Enervite,OTHER,HDPE/PP,Medical Container,Johanna Road,1.5
2022-09-06,Isoplus,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-06,Domestos,OTHER,HDPE/PP,Cleaning Product,Johanna Road,1.5
2022-09-06,Rondo,OTHER,HDPE/PP,Unidentifiable,Johanna Road,1.5
2022-09-06,Polar,OTHER,HDPE/PP,Bucket,Johanna Road,1.5
2022-09-06,Muscle Tech,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,1.5
2022-09-06,Restore,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,1.5
2022-09-06,Clear Cough,OTHER,HDPE/PP,Medical Container,Johanna Road,1.5
2022-09-06,Jik,OTHER,HDPE/PP,Cleaning Product,Johanna Road,1.5
2022-09-06,pristine,OTHER,HDPE/PP,Container,Johanna Road,1.5
2022-09-06,Clifton,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-06,Caivil,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-06,Dairymaid,OTHER,HDPE/PP,Milk,Johanna Road,1.5
2022-09-06,umvusi wabantu herbs,OTHER,HDPE/PP,Medical Container,Johanna Road,1.5
2022-09-06,eucerine,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-06,Kepro,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,1.5
2022-09-06,Sheer elegance,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-06,Moon Drops,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-06,Inecto,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-06,Aspen,OTHER,HDPE/PP,Medical Container,Johanna Road,1.5
2022-09-06,Imari,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-06,Opulence,OTHER,HDPE/PP,Medical Container,Johanna Road,1.5
2022-09-06,Resmed,OTHER,HDPE/PP,Medical Container,Johanna Road,1.5
2022-09-06,Vitaforce,OTHER,HDPE/PP,Medical Container,Johanna Road,1.5
2022-09-06,Prtiam,OTHER,HDPE/PP,Unidentifiable,Johanna Road,1.5
2022-09-06,Blue Diamond,OTHER,HDPE/PP,Milk,Johanna Road,1.5
2022-09-06,lenovo,OTHER,HDPE/PP,Unidentifiable,Johanna Road,1.5
2022-09-06,Pharma Chem,OTHER,HDPE/PP,Medical Container,Johanna Road,1.5
2022-09-06,Phipp's,OTHER,HDPE/PP,Medical Container,Johanna Road,1.5
2022-09-06,Ingonyama,OTHER,HDPE/PP,Unidentifiable,Johanna Road,1.5
2022-09-06,Aurobindo,OTHER,HDPE/PP,Medical Container,Johanna Road,1.5
2022-09-06,Vix,OTHER,HDPE/PP,Unidentifiable,Johanna Road,1.5
2022-09-06,WC Ente,OTHER,HDPE/PP,Cleaning Product,Johanna Road,1.5
2022-09-06,Macleods Pharmac.,OTHER,HDPE/PP,Medical Container,Johanna Road,1.5
2022-09-06,Sonke Pharmac.,OTHER,HDPE/PP,Medical Container,Johanna Road,1.5
2022-09-06,Wokali,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-06,Arthur Ford,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-09-07,Coca Cola Beverages South Africa,Coca Cola Beverages South Africa,PET,Soda,Golf Course,83
2022-09-07,Twist,Coca Cola Beverages South Africa,PET,Soda,Golf Course,32
2022-09-07,Stoney,Coca Cola Beverages South Africa,PET,Soda,Golf Course,7
2022-09-07,Sprite,Coca Cola Beverages South Africa,PET,Soda,Golf Course,5
2022-09-07,Powerade,Coca Cola Beverages South Africa,PET,Soda,Golf Course,10
2022-09-07,Fanta,Coca Cola Beverages South Africa,PET,Soda,Golf Course,11
2022-09-07,bonaqua,Coca Cola Beverages South Africa,PET,Water,Golf Course,1
2022-09-07,Spar-Letta,Coca Cola Beverages South Africa,PET,Water,Golf Course,1
2022-09-07,Valpré Spring Water,Coca Cola Beverages South Africa,PET,Water,Golf Course,6
2022-09-07,Schweppes,Coca Cola Beverages South Africa,PET,Soda,Golf Course,2
2022-09-07,Cooee,Bevco - The Beverage Company,PET,Soda,Golf Course,36
2022-09-07,Pepsi,Bevco - The Beverage Company,PET,Soda,Golf Course,0
2022-09-07,aQuellé,Ekhamanzi Springs,PET,Water,Golf Course,14
2022-09-07,Sunfoil,Willowton Group,PET,Sunflower Oil,Golf Course,0
2022-09-07,Sunshine D,Willowton Group,PET,Food Container/Packaging,Golf Course,0
2022-09-07,d'Lite,Willowton Group,PET,Sunflower Oil,Golf Course,0
2022-09-07,d'Lite,Willowton Group,HDPE/PP,Food Container/Packaging,Golf Course,0
2022-09-07,Smirnoff,Smirnoff,PET,Alcohol,Golf Course,17
2022-09-07,NOLA,RCL Foods,PET,Food Container/Packaging,Golf Course,15
2022-09-07,NOLA,RCL Foods,HDPE/PP,Food Container/Packaging,Golf Course,0
2022-09-07,YUM YUM,RCL Foods,PET,Food Container/Packaging,Golf Course,2
2022-09-07,YUM YUM,RCL Foods,HDPE/PP,Food Container/Packaging,Golf Course,0
2022-09-07,Number 1,RCL Foods,HDPE/PP,Food Container/Packaging,Golf Course,0
2022-09-07,PIEMAN'S,RCL Foods,PET,Food Container/Packaging,Golf Course,0
2022-09-07,Checker's House Brand,Checker's,PET,Sunflower Oil,Golf Course,0
2022-09-07,Checker's House Brand,Checker's,HDPE/PP,Food Container/Packaging,Golf Course,0
2022-09-07,Gentle Magic,Gentle Magic,PET,Skin/Hair Products,Golf Course,0
2022-09-07,Woolworths Food,Woolworths,PET,Juices,Golf Course,2
2022-09-07,Woolworths Food,Woolworths,HDPE/PP,Food Container/Packaging,Golf Course,0
2022-09-07,UnID Water,unidentifiable,PET,Water,Golf Course,39
2022-09-07,UnID Oils,unidentifiable,PET,Sunflower Oil,Golf Course,40
2022-09-07,PET,unidentifiable,PET,Container,Golf Course,115
2022-09-07,UnID Medical,unidentifiable,HDPE/PP,Medical Container,Golf Course,75
2022-09-07,DEO,DEO,HDPE/PP,Deodorant,Golf Course,111
2022-09-07,Containers,Containers,HDPE/PP,Container,Golf Course,0
2022-09-07,Buckets,Buckets,HDPE/PP,Bucket,Golf Course,0
2022-09-07,OTHER,OTHER,HDPE/PP,Unidentifiable,Golf Course,131
2022-09-07,Clover,Clover Industries LTD,PET,Juices,Golf Course,0
2022-09-07,Clover,Clover Industries LTD,HDPE/PP,Milk,Golf Course,16
2022-09-07,Tropika,Clover Industries LTD,PET,Juices,Golf Course,0
2022-09-07,Tropika,Clover Industries LTD,HDPE/PP,Juices,Golf Course,0
2022-09-07,Super M,Clover Industries LTD,HDPE,Milk,Golf Course,4
2022-09-07,Quali,Clover Industries LTD,PET,Juices,Golf Course,0
2022-09-07,Quali,Clover Industries LTD,HDPE/PP,Juices,Golf Course,0
2022-09-07,Aquartz,Clover Industries LTD,PET,Water,Golf Course,0
2022-09-07,Sip Up,Clover Industries LTD,HDPE,Milk,Golf Course,2
2022-09-07,Go Nuts,Clover Industries LTD,HDPE,Food Container/Packaging,Golf Course,0
2022-09-07,Daly's,Pioneer Foods,PET,Juices,Golf Course,0
2022-09-07,Ceres,Pioneer Foods,NA,Juices,Golf Course,0
2022-09-07,OROS,Tiger Brands,PET,Juices,Golf Course,1
2022-09-07,Dolly Varden,Tiger Brands,PET,Skin/Hair Products,Golf Course,0
2022-09-07,Dolly Varden,Tiger Brands,HDPE/PP,Skin/Hair Products,Golf Course,5
2022-09-07,Hall's,Tiger Brands,PET,Juices,Golf Course,0
2022-09-07,Energade,Tiger Brands,PET,Soda,Golf Course,18
2022-09-07,Ingram's (The Skin Doctor),Tiger Brands,HDPE/PP,Skin/Hair Products,Golf Course,1
2022-09-07,IJUBA,United National Breweries PTY LTD,HDPE/PP,Alcohol,Golf Course,0
2022-09-07,Knorr,Unilever,HDPE/PP,Food Container/Packaging,Golf Course,10
2022-09-07,dawn,Unilever,HDPE/PP,Deodorant,Golf Course,0
2022-09-07,Domestos,Unilever,HDPE/PP,Cleaning Product,Golf Course,0
2022-09-07,Dove,Unilever,HDPE/PP,Deodorant,Golf Course,0
2022-09-07,Handy Andy,Unilever,HDPE/PP,Cleaning Product,Golf Course,0
2022-09-07,Ola,Unilever,HDPE/PP,Food Container/Packaging,Golf Course,0
2022-09-07,Shield,Unilever,HDPE/PP,Deodorant,Golf Course,3
2022-09-07,Vaseline,Unilever,HDPE/PP,Skin/Hair Products,Golf Course,26
2022-09-07,Brut,Unilever,HDPE/PP,Deodorant,Golf Course,0
2022-09-07,OMO,Unilever,HDPE/PP,Cleaning Product,Golf Course,0
2022-09-07,Comfort,Unilever,HDPE/PP,Cleaning Product,Golf Course,0
2022-09-07,Sunlight,Unilever,PET,Cleaning Product,Golf Course,9
2022-09-07,Orange Grove,Orange Grove,PET,Juices,Golf Course,0
2022-09-07,Orange Grove,Orange Grove,HDPE/PP,Milk,Golf Course,2
2022-09-07,Flora,Siqolo Foods,HDPE/PP,Food Container/Packaging,Golf Course,0
2022-09-07,Rama,Siqolo Foods,HDPE/PP,Food Container/Packaging,Golf Course,0
2022-09-07,Stork,Siqolo Foods,HDPE/PP,Food Container/Packaging,Golf Course,0
2022-09-07,Rondo,Siqolo Foods,HDPE/PP,Food Container/Packaging,Golf Course,0
2022-09-07,Clere,Amka Products,HDPE/PP,Skin/Hair Products,Golf Course,1
2022-09-07,Easy Waves,Amka Products,HDPE/PP,Skin/Hair Products,Golf Course,1
2022-09-07,Playboy/Playgirl,Amka Products,HDPE/PP,Deodorant,Golf Course,4
2022-09-07,Shower to Shower,Amka Products,HDPE/PP,Skin/Hair Products,Golf Course,0
2022-09-07,Sta-Sof-Fro,Amka Products,HDPE/PP,Skin/Hair Products,Golf Course,0
2022-09-07,Stylin',Amka Products,HDPE/PP,Skin/Hair Products,Golf Course,0
2022-09-07,NIVEA,Beiersdorf,HDPE/PP,Skin/Hair Products,Golf Course,2
2022-09-07,Top Class,Kwaden Group (imana foods),HDPE/PP,Food Container/Packaging,Golf Course,2
2022-09-07,parmalat,Lactalis,HDPE/PP,Milk,Golf Course,2
