date,brand,group,plastic,category,location,count
2022-10-10,Woolworths Food,Woolworths,PET,Juices,Johanna Road,0
2022-10-10,Woolworths Food,Woolworths,HDPE/PP,Food Container/Packaging,Johanna Road,1
2022-10-10,UnID Water,unidentifiable,PET,Water,Johanna Road,2
2022-10-10,UnID Oils,unidentifiable,PET,Sunflower Oil,Johanna Road,3
2022-10-10,PET,unidentifiable,PET,Container,Johanna Road,6
2022-10-10,UnID Medical,unidentifiable,HDPE/PP,Medical Container,Johanna Road,5
2022-10-10,DEO,DEO,HDPE/PP,Deodorant,Johanna Road,7
2022-10-10,Containers,Containers,HDPE/PP,Container,Johanna Road,0
2022-10-10,Buckets,Buckets,HDPE/PP,Bucket,Johanna Road,0
2022-10-10,OTHER,OTHER,HDPE/PP,Unidentifiable,Johanna Road,44
2022-10-10,Clover,Clover Industries LTD,PET,Juices,Johanna Road,0
2022-10-10,Clover,Clover Industries LTD,HDPE/PP,Milk,Johanna Road,14
2022-10-10,Tropika,Clover Industries LTD,PET,Juices,Johanna Road,2
2022-10-10,Tropika,Clover Industries LTD,HDPE/PP,Juices,Johanna Road,1
2022-10-10,Super M,Clover Industries LTD,HDPE,Milk,Johanna Road,2
2022-10-10,Quali,Clover Industries LTD,PET,Juices,Johanna Road,0
2022-10-10,Quali,Clover Industries LTD,HDPE/PP,Juices,Johanna Road,0
2022-10-10,Aquartz,Clover Industries LTD,PET,Water,Johanna Road,0
2022-10-10,Sip Up,Clover Industries LTD,HDPE,Milk,Johanna Road,0
2022-10-10,Go Nuts,Clover Industries LTD,HDPE,Food Container/Packaging,Johanna Road,0
2022-10-10,Daly's,Pioneer Foods,PET,Juices,Johanna Road,0
2022-10-10,Ceres,Pioneer Foods,NA,Juices,Johanna Road,0
2022-10-10,OROS,Tiger Brands,PET,Juices,Johanna Road,10
2022-10-10,Dolly Varden,Tiger Brands,PET,Skin/Hair Products,Johanna Road,0
2022-10-10,Dolly Varden,Tiger Brands,HDPE/PP,Skin/Hair Products,Johanna Road,0
2022-10-10,Hall's,Tiger Brands,PET,Juices,Johanna Road,0
2022-10-10,Energade,Tiger Brands,PET,Soda,Johanna Road,2
2022-10-10,Ingram's (The Skin Doctor),Tiger Brands,HDPE/PP,Skin/Hair Products,Johanna Road,1
2022-10-10,IJUBA,United National Breweries PTY LTD,HDPE/PP,Alcohol,Johanna Road,149
2022-10-10,Knorr,Unilever,HDPE/PP,Food Container/Packaging,Johanna Road,1
2022-10-10,dawn,Unilever,HDPE/PP,Deodorant,Johanna Road,0
2022-10-10,Domestos,Unilever,HDPE/PP,Cleaning Product,Johanna Road,0
2022-10-10,Dove,Unilever,HDPE/PP,Deodorant,Johanna Road,0
2022-10-10,Handy Andy,Unilever,HDPE/PP,Cleaning Product,Johanna Road,0
2022-10-10,Ola,Unilever,HDPE/PP,Food Container/Packaging,Johanna Road,1
2022-10-10,Shield,Unilever,HDPE/PP,Deodorant,Johanna Road,2
2022-10-10,Vaseline,Unilever,HDPE/PP,Skin/Hair Products,Johanna Road,0
2022-10-10,Brut,Unilever,HDPE/PP,Deodorant,Johanna Road,0
2022-10-10,OMO,Unilever,HDPE/PP,Cleaning Product,Johanna Road,0
2022-10-10,Comfort,Unilever,HDPE/PP,Cleaning Product,Johanna Road,2
2022-10-10,Sunlight,Unilever,PET,Cleaning Product,Johanna Road,1
2022-10-10,Orange Grove,Orange Grove,PET,Juices,Johanna Road,0
2022-10-10,Orange Grove,Orange Grove,HDPE/PP,Milk,Johanna Road,4
2022-10-10,Flora,Siqolo Foods,HDPE/PP,Food Container/Packaging,Johanna Road,1
2022-10-10,Rama,Siqolo Foods,HDPE/PP,Food Container/Packaging,Johanna Road,2
2022-10-10,Stork,Siqolo Foods,HDPE/PP,Food Container/Packaging,Johanna Road,2
2022-10-10,Rondo,Siqolo Foods,HDPE/PP,Food Container/Packaging,Johanna Road,0
2022-10-10,Clere,Amka Products,HDPE/PP,Skin/Hair Products,Johanna Road,0
2022-10-10,Easy Waves,Amka Products,HDPE/PP,Skin/Hair Products,Johanna Road,0
2022-10-10,Playboy/Playgirl,Amka Products,HDPE/PP,Deodorant,Johanna Road,1
2022-10-10,Shower to Shower,Amka Products,HDPE/PP,Skin/Hair Products,Johanna Road,0
2022-10-10,Sta-Sof-Fro,Amka Products,HDPE/PP,Skin/Hair Products,Johanna Road,0
2022-10-10,Stylin',Amka Products,HDPE/PP,Skin/Hair Products,Johanna Road,0
2022-10-10,NIVEA,Beiersdorf,HDPE/PP,Skin/Hair Products,Johanna Road,3
2022-10-10,Top Class,Kwaden Group (imana foods),HDPE/PP,Food Container/Packaging,Johanna Road,2
2022-10-10,parmalat,Lactalis,HDPE/PP,Milk,Johanna Road,8
2022-10-10,Mylan,Viatris,HDPE/PP,Medical Container,Johanna Road,0
2022-10-10,NTSU,Mr Snuff,HDPE/PP,Tobacco,Johanna Road,0
2022-10-10,Oh So Heavenly,wipro,HDPE/PP,Skin/Hair Products,Johanna Road,1
2022-10-10,Yogi Sip,danone,HDPE/PP,Milk,Johanna Road,5
2022-10-10,alpro,danone,HDPE/PP,Milk,Johanna Road,0
2022-10-10,Inkomazi,danone,HDPE/PP,Milk,Johanna Road,0
2022-10-10,NutriDay,danone,HDPE/PP,Milk,Johanna Road,2
2022-10-10,Spring Meadow Dairy Farm,Spring Meadow Dairy Farm,PET,Milk,Johanna Road,0
2022-10-10,NA,Spring Meadow Dairy Farm,HDPE/PP,Milk,Johanna Road,9
2022-10-10,Crystal Valley,Crystal Valley,HDPE/PP,Milk,Johanna Road,3
2022-10-10,MAZ,MAZ,PET,Juices,Johanna Road,0
2022-10-10,Wild Island,Wild Island,PET,Juices,Johanna Road,1
2022-10-10,Save Water,Save Water,PET,Water,Johanna Road,0
2022-10-10,Pot 'o' Gold,Pot 'o' Gold,PET,Food Container/Packaging,Johanna Road,0
2022-10-10,Diamond Perlé,Diamond Perlé,PET,Water,Johanna Road,2
2022-10-10,Cappy,Coca Cola Beverages South Africa,PET,Juices,Johanna Road,1
2022-10-10,Bramley,Bramley,PET,Juices,Johanna Road,0
2022-10-10,Bramley,Bramley,HDPE/PP,Food Container/Packaging,Johanna Road,0
2022-10-10,Still Thirsti,Still Thirsti,PET,Water,Johanna Road,0
2022-10-10,Large Gas Containers,Miscellaneous,HDPE/PP,Container,Johanna Road,0
2022-10-10,Jabulani,Amasi,HDPE/PP,Milk,Johanna Road,7
2022-10-10,Gandour,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,0
2022-10-10,AVON,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,0
2022-10-10,Caro Light,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,0
2022-10-10,Mitchum,OTHER,HDPE/PP,Deodorant,Johanna Road,0
2022-10-10,Garnier,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,0
2022-10-10,Skin Clinic,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,0
2022-10-10,Hetero Drugs South Africa,OTHER,HDPE/PP,Medical Container,Johanna Road,0
2022-10-10,Cipla,OTHER,HDPE/PP,Medical Container,Johanna Road,0
2022-10-10,MPACT,OTHER,HDPE/PP,Container,Johanna Road,0
2022-10-10,mondi,OTHER,HDPE/PP,Container,Johanna Road,0
2022-10-10,Dettol,OTHER,PET,Skin/Hair Products,Johanna Road,0
2022-10-10,Nestlé,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,1
2022-10-10,Johnson's,OTHER,PET,Medical Container,Johanna Road,0
2022-10-10,Sir Fruit,OTHER,PET,Juices,Johanna Road,0
2022-10-10,Lucozade,OTHER,PET,Soda,Johanna Road,0
2022-10-10,Wimpy,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,0
2022-10-10,Check Value Sun Oil,OTHER,PET,Sunflower Oil,Johanna Road,0
2022-10-10,Check Value Washing,OTHER,PET,Cleaning Product,Johanna Road,0
2022-10-10,Check Value,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,1
2022-10-10,Twizza,OTHER,PET,Soda,Johanna Road,1
2022-10-10,Spar,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,5
2022-10-10,We are AQUA,OTHER,PET,Water,Johanna Road,0
2022-10-10,One-Juice,OTHER,PET,Juices,Johanna Road,0
2022-10-10,Indlovu,OTHER,PET,Alcohol,Johanna Road,0
2022-10-10,Safola,OTHER,PET,Sunflower Oil,Johanna Road,0
2022-10-10,Clicks,OTHER,PET,Skin/Hair Products,Johanna Road,0
2022-10-10,Sunola,OTHER,PET,Sunflower Oil,Johanna Road,1
2022-10-10,Rider's Vodka,OTHER,PET,Alcohol,Johanna Road,0
2022-10-10,Volutrip,OTHER,HDPE/PP,Medical Container,Johanna Road,0
2022-10-10,Swiss Yoghurt,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,0
2022-10-10,Lancewood,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,2
2022-10-10,Pick n Pay,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,0
2022-10-10,Dairymaid,OTHER,HDPE/PP,Milk,Johanna Road,0
2022-10-10,Castrol,OTHER,HDPE/PP,Container,Johanna Road,0
2022-10-10,Rainbow,OTHER,HDPE/PP,Container,Johanna Road,0
2022-10-10,Plascon,OTHER,HDPE/PP,Bucket,Johanna Road,0
2022-10-10,Revlon,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,0
2022-10-10,shell,OTHER,HDPE/PP,Container,Johanna Road,0
2022-10-10,Natural flow,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,0
2022-10-10,Safripol,OTHER,PET,Container,Johanna Road,0
2022-10-10,Refreshhh,OTHER,PET,Soda,Johanna Road,1.5
2022-10-10,Ritebrand,OTHER,PET,Sunflower Oil,Johanna Road,1.5
2022-10-10,Mama's,OTHER,PET,Food Container/Packaging,Johanna Road,1.5
2022-10-10,Quality,OTHER,PET,Food Container/Packaging,Johanna Road,1.5
2022-10-10,Happy family,OTHER,PET,Sunflower Oil,Johanna Road,1.5
2022-10-10,Elvin,OTHER,PET,Juices,Johanna Road,1.5
2022-10-10,All Gold,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,1.5
2022-10-10,Rainbow,OTHER,HDPE/PP,Container,Johanna Road,1.5
2022-10-10,gold sports nutrition,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,1.5
2022-10-10,alcolin,OTHER,HDPE/PP,Bucket,Johanna Road,1.5
2022-10-10,beauty factory,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-10-10,Excella,OTHER,HDPE/PP,Sunflower Oil,Johanna Road,1.5
2022-10-10,oh so tasty,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,1.5
2022-10-10,Brut,OTHER,HDPE/PP,Deodorant,Johanna Road,1.5
2022-10-10,reitzer health care,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-10-10,Reckitt Benckiser,OTHER,HDPE/PP,Cleaning Product,Johanna Road,1.5
2022-10-10,Renew,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-10-10,colgate,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-10-10,Lancewood,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,1.5
2022-10-10,goody,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,1.5
2022-10-10,sistema,OTHER,HDPE/PP,Container,Johanna Road,1.5
2022-10-10,goldi chicken,OTHER,HDPE/PP,Food Container/Packaging,Johanna Road,1.5
2022-10-10,soft sheen case,OTHER,HDPE/PP,Container,Johanna Road,1.5
2022-10-10,sadio,OTHER,HDPE/PP,Skin/Hair Products,Johanna Road,1.5
2022-10-10,unilever comfort,OTHER,HDPE/PP,Cleaning Product,Johanna Road,1.5
2022-10-10,unilever knorrox,OTHER,HDPE/PP,Cleaning Product,Johanna Road,1.5
2022-10-10,Polar,OTHER,HDPE/PP,Bucket,Johanna Road,1.5
2022-10-14,Coca Cola Beverages South Africa,Coca Cola Beverages South Africa,PET,Soda,Greenhub,0
2022-10-14,Twist,Coca Cola Beverages South Africa,PET,Soda,Greenhub,0
2022-10-14,Stoney,Coca Cola Beverages South Africa,PET,Soda,Greenhub,0
2022-10-14,Sprite,Coca Cola Beverages South Africa,PET,Soda,Greenhub,0
2022-10-14,Powerade,Coca Cola Beverages South Africa,PET,Soda,Greenhub,0
2022-10-14,Fanta,Coca Cola Beverages South Africa,PET,Soda,Greenhub,0
2022-10-14,bonaqua,Coca Cola Beverages South Africa,PET,Water,Greenhub,0
2022-10-14,Spar-Letta,Coca Cola Beverages South Africa,PET,Water,Greenhub,0
2022-10-14,Valpré Spring Water,Coca Cola Beverages South Africa,PET,Water,Greenhub,0
2022-10-14,Schweppes,Coca Cola Beverages South Africa,PET,Soda,Greenhub,0
2022-10-14,Cooee,Bevco - The Beverage Company,PET,Soda,Greenhub,0
2022-10-14,Pepsi,Bevco - The Beverage Company,PET,Soda,Greenhub,0
2022-10-14,aQuellé,Ekhamanzi Springs,PET,Water,Greenhub,0
2022-10-14,Sunfoil,Willowton Group,PET,Sunflower Oil,Greenhub,0
2022-10-14,Sunshine D,Willowton Group,PET,Food Container/Packaging,Greenhub,2
2022-10-14,d'Lite,Willowton Group,PET,Sunflower Oil,Greenhub,0
2022-10-14,d'Lite,Willowton Group,HDPE/PP,Food Container/Packaging,Greenhub,10
2022-10-14,Smirnoff,Smirnoff,PET,Alcohol,Greenhub,0
2022-10-14,NOLA,RCL Foods,PET,Food Container/Packaging,Greenhub,0
2022-10-14,NOLA,RCL Foods,HDPE/PP,Food Container/Packaging,Greenhub,3
2022-10-14,YUM YUM,RCL Foods,PET,Food Container/Packaging,Greenhub,0
2022-10-14,YUM YUM,RCL Foods,HDPE/PP,Food Container/Packaging,Greenhub,2
2022-10-14,Number 1,RCL Foods,HDPE/PP,Food Container/Packaging,Greenhub,0
2022-10-14,PIEMAN'S,RCL Foods,PET,Food Container/Packaging,Greenhub,0
2022-10-14,Checker's House Brand,Checker's,PET,Sunflower Oil,Greenhub,0
2022-10-14,Checker's House Brand,Checker's,HDPE/PP,Food Container/Packaging,Greenhub,1
2022-10-14,Gentle Magic,Gentle Magic,PET,Skin/Hair Products,Greenhub,2
2022-10-14,Woolworths Food,Woolworths,PET,Juices,Greenhub,0
2022-10-14,Woolworths Food,Woolworths,HDPE/PP,Food Container/Packaging,Greenhub,9
2022-10-14,UnID Water,unidentifiable,PET,Water,Greenhub,0
2022-10-14,UnID Oils,unidentifiable,PET,Sunflower Oil,Greenhub,0
2022-10-14,PET,unidentifiable,PET,Container,Greenhub,0
2022-10-14,UnID Medical,unidentifiable,HDPE/PP,Medical Container,Greenhub,66
2022-10-14,DEO,DEO,HDPE/PP,Deodorant,Greenhub,35
2022-10-14,Containers,Containers,HDPE/PP,Container,Greenhub,0
2022-10-14,Buckets,Buckets,HDPE/PP,Bucket,Greenhub,0
2022-10-14,OTHER,OTHER,HDPE/PP,Unidentifiable,Greenhub,183
2022-10-14,Clover,Clover Industries LTD,PET,Juices,Greenhub,0
2022-10-14,Clover,Clover Industries LTD,HDPE/PP,Milk,Greenhub,102
2022-10-14,Tropika,Clover Industries LTD,PET,Juices,Greenhub,0
2022-10-14,Tropika,Clover Industries LTD,HDPE/PP,Juices,Greenhub,8
2022-10-14,Super M,Clover Industries LTD,HDPE,Milk,Greenhub,4
2022-10-14,Quali,Clover Industries LTD,PET,Juices,Greenhub,0
2022-10-14,Quali,Clover Industries LTD,HDPE/PP,Juices,Greenhub,0
2022-10-14,Aquartz,Clover Industries LTD,PET,Water,Greenhub,0
2022-10-14,Sip Up,Clover Industries LTD,HDPE,Milk,Greenhub,0
2022-10-14,Go Nuts,Clover Industries LTD,HDPE,Food Container/Packaging,Greenhub,0
2022-10-14,Daly's,Pioneer Foods,PET,Juices,Greenhub,0
2022-10-14,Ceres,Pioneer Foods,NA,Juices,Greenhub,0
2022-10-14,OROS,Tiger Brands,PET,Juices,Greenhub,0
2022-10-14,Dolly Varden,Tiger Brands,PET,Skin/Hair Products,Greenhub,0
2022-10-14,Dolly Varden,Tiger Brands,HDPE/PP,Skin/Hair Products,Greenhub,0
2022-10-14,Hall's,Tiger Brands,PET,Juices,Greenhub,0
2022-10-14,Energade,Tiger Brands,PET,Soda,Greenhub,0
2022-10-14,Ingram's (The Skin Doctor),Tiger Brands,HDPE/PP,Skin/Hair Products,Greenhub,14
2022-10-14,IJUBA,United National Breweries PTY LTD,HDPE/PP,Alcohol,Greenhub,708
2022-10-14,Knorr,Unilever,HDPE/PP,Food Container/Packaging,Greenhub,10
2022-10-14,dawn,Unilever,HDPE/PP,Deodorant,Greenhub,11
2022-10-14,Domestos,Unilever,HDPE/PP,Cleaning Product,Greenhub,1
2022-10-14,Dove,Unilever,HDPE/PP,Deodorant,Greenhub,1
2022-10-14,Handy Andy,Unilever,HDPE/PP,Cleaning Product,Greenhub,11
2022-10-14,Ola,Unilever,HDPE/PP,Food Container/Packaging,Greenhub,13
2022-10-14,Shield,Unilever,HDPE/PP,Deodorant,Greenhub,14
2022-10-14,Vaseline,Unilever,HDPE/PP,Skin/Hair Products,Greenhub,11
2022-10-14,Brut,Unilever,HDPE/PP,Deodorant,Greenhub,3
2022-10-14,OMO,Unilever,HDPE/PP,Cleaning Product,Greenhub,4
2022-10-14,Comfort,Unilever,HDPE/PP,Cleaning Product,Greenhub,3
2022-10-14,Sunlight,Unilever,PET,Cleaning Product,Greenhub,1
2022-10-14,Orange Grove,Orange Grove,PET,Juices,Greenhub,0
2022-10-14,Orange Grove,Orange Grove,HDPE/PP,Milk,Greenhub,36
2022-10-14,Flora,Siqolo Foods,HDPE/PP,Food Container/Packaging,Greenhub,16
2022-10-14,Rama,Siqolo Foods,HDPE/PP,Food Container/Packaging,Greenhub,9
2022-10-14,Stork,Siqolo Foods,HDPE/PP,Food Container/Packaging,Greenhub,14
2022-10-14,Rondo,Siqolo Foods,HDPE/PP,Food Container/Packaging,Greenhub,3
2022-10-14,Clere,Amka Products,HDPE/PP,Skin/Hair Products,Greenhub,11
2022-10-14,Easy Waves,Amka Products,HDPE/PP,Skin/Hair Products,Greenhub,5
2022-10-14,Playboy/Playgirl,Amka Products,HDPE/PP,Deodorant,Greenhub,4
2022-10-14,Shower to Shower,Amka Products,HDPE/PP,Skin/Hair Products,Greenhub,9
2022-10-14,Sta-Sof-Fro,Amka Products,HDPE/PP,Skin/Hair Products,Greenhub,4
2022-10-14,Stylin',Amka Products,HDPE/PP,Skin/Hair Products,Greenhub,0
2022-10-14,NIVEA,Beiersdorf,HDPE/PP,Skin/Hair Products,Greenhub,22
2022-10-14,Top Class,Kwaden Group (imana foods),HDPE/PP,Food Container/Packaging,Greenhub,16
2022-10-14,parmalat,Lactalis,HDPE/PP,Milk,Greenhub,20
2022-10-14,Mylan,Viatris,HDPE/PP,Medical Container,Greenhub,0
2022-10-14,NTSU,Mr Snuff,HDPE/PP,Tobacco,Greenhub,7
2022-10-14,Oh So Heavenly,wipro,HDPE/PP,Skin/Hair Products,Greenhub,3
2022-10-14,Yogi Sip,danone,HDPE/PP,Milk,Greenhub,13
2022-10-14,alpro,danone,HDPE/PP,Milk,Greenhub,0
2022-10-14,Inkomazi,danone,HDPE/PP,Milk,Greenhub,2
2022-10-14,NutriDay,danone,HDPE/PP,Milk,Greenhub,7
2022-10-14,Spring Meadow Dairy Farm,Spring Meadow Dairy Farm,PET,Milk,Greenhub,0
2022-10-14,NA,Spring Meadow Dairy Farm,HDPE/PP,Milk,Greenhub,39
2022-10-14,Crystal Valley,Crystal Valley,HDPE/PP,Milk,Greenhub,22
2022-10-14,MAZ,MAZ,PET,Juices,Greenhub,0
2022-10-14,Wild Island,Wild Island,PET,Juices,Greenhub,0
2022-10-14,Save Water,Save Water,PET,Water,Greenhub,0
2022-10-14,Pot 'o' Gold,Pot 'o' Gold,PET,Food Container/Packaging,Greenhub,0
2022-10-14,Diamond Perlé,Diamond Perlé,PET,Water,Greenhub,0
2022-10-14,Cappy,Coca Cola Beverages South Africa,PET,Juices,Greenhub,0
2022-10-14,Bramley,Bramley,PET,Juices,Greenhub,0
2022-10-14,Bramley,Bramley,HDPE/PP,Food Container/Packaging,Greenhub,2
2022-10-14,Still Thirsti,Still Thirsti,PET,Water,Greenhub,0
2022-10-14,Large Gas Containers,Miscellaneous,HDPE/PP,Container,Greenhub,0
2022-10-14,Jabulani,Amasi,HDPE/PP,Milk,Greenhub,73
2022-10-14,Gandour,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,0
2022-10-14,AVON,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,0
2022-10-14,Caro Light,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,2
2022-10-14,Mitchum,OTHER,HDPE/PP,Deodorant,Greenhub,0
2022-10-14,Garnier,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,0
2022-10-14,Skin Clinic,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,0
2022-10-14,Hetero Drugs South Africa,OTHER,HDPE/PP,Medical Container,Greenhub,0
2022-10-14,Cipla,OTHER,HDPE/PP,Medical Container,Greenhub,0
2022-10-14,MPACT,OTHER,HDPE/PP,Container,Greenhub,0
2022-10-14,mondi,OTHER,HDPE/PP,Container,Greenhub,0
2022-10-14,Dettol,OTHER,PET,Skin/Hair Products,Greenhub,0
2022-10-14,Nestlé,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,1
2022-10-14,Johnson's,OTHER,PET,Medical Container,Greenhub,0
2022-10-14,Sir Fruit,OTHER,PET,Juices,Greenhub,0
2022-10-14,Lucozade,OTHER,PET,Soda,Greenhub,0
2022-10-14,Wimpy,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,1
2022-10-14,Check Value Sun Oil,OTHER,PET,Sunflower Oil,Greenhub,0
2022-10-14,Check Value Washing,OTHER,PET,Cleaning Product,Greenhub,0
2022-10-14,Check Value,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,8
2022-10-14,Twizza,OTHER,PET,Soda,Greenhub,0
2022-10-14,Spar,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,1
2022-10-14,We are AQUA,OTHER,PET,Water,Greenhub,0
2022-10-14,One-Juice,OTHER,PET,Juices,Greenhub,0
2022-10-14,Indlovu,OTHER,PET,Alcohol,Greenhub,0
2022-10-14,Safola,OTHER,PET,Sunflower Oil,Greenhub,0
2022-10-14,Clicks,OTHER,PET,Skin/Hair Products,Greenhub,0
2022-10-14,Sunola,OTHER,PET,Sunflower Oil,Greenhub,0
2022-10-14,Rider's Vodka,OTHER,PET,Alcohol,Greenhub,0
2022-10-14,Volutrip,OTHER,HDPE/PP,Medical Container,Greenhub,0
2022-10-14,Swiss Yoghurt,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,0
2022-10-14,Lancewood,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,3
2022-10-14,Pick n Pay,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,2
2022-10-14,Dairymaid,OTHER,HDPE/PP,Milk,Greenhub,4
2022-10-14,Castrol,OTHER,HDPE/PP,Container,Greenhub,6
2022-10-14,Rainbow,OTHER,HDPE/PP,Container,Greenhub,3
2022-10-14,Plascon,OTHER,HDPE/PP,Bucket,Greenhub,3
2022-10-14,Revlon,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,3
2022-10-14,shell,OTHER,HDPE/PP,Container,Greenhub,2
2022-10-14,Natural flow,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,5
2022-10-14,Safripol,OTHER,PET,Container,Greenhub,0
2022-10-14,Cambridge Food,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,1.5
2022-10-14,Braun,OTHER,HDPE/PP,Container,Greenhub,1.5
2022-10-14,Dairy Moo,OTHER,HDPE/PP,Milk,Greenhub,1.5
2022-10-14,Caltex,OTHER,HDPE/PP,Container,Greenhub,1.5
2022-10-14,Nawaaz Manjra,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,1.5
2022-10-14,Body Crème,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,1.5
2022-10-14,Lenthéric,OTHER,HDPE/PP,Deodorant,Greenhub,1.5
2022-10-14,Nongxamela,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,1.5
2022-10-14,Nasca,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-14,Caivil,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,1.5
2022-10-14,Umkhucululu,OTHER,HDPE/PP,Medical Container,Greenhub,1.5
2022-10-14,Sheer elegance,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,1.5
2022-10-14,Muscle Tech,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,1.5
2022-10-14,damatol,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,1.5
2022-10-14,powa fix,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-14,Bramley,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,1.5
2022-10-14,Alpecin,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,1.5
2022-10-14,Mitchum Invisible,OTHER,HDPE/PP,Deodorant,Greenhub,1.5
2022-10-14,More Jam,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,1.5
2022-10-14,Stylin' Dredz,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,1.5
2022-10-14,Isoplus,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,1.5
2022-10-14,Sadie,OTHER,HDPE/PP,Alcohol,Greenhub,1.5
2022-10-14,stihl,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-14,ama sipsip,OTHER,HDPE/PP,Milk,Greenhub,1.5
2022-10-14,petronas,OTHER,HDPE/PP,Container,Greenhub,1.5
2022-10-14,Toyota,OTHER,HDPE/PP,Container,Greenhub,1.5
2022-10-14,goody,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,1.5
2022-10-14,Ritebrand,OTHER,HDPE/PP,Sunflower Oil,Greenhub,1.5
2022-10-14,Amazing Skincare,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,1.5
2022-10-14,bio-clear,OTHER,HDPE/PP,Bucket,Greenhub,1.5
2022-10-14,vick's,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,1.5
2022-10-14,wc ente,OTHER,HDPE/PP,Cleaning Product,Greenhub,1.5
2022-10-14,evol,OTHER,HDPE/PP,Unidentifiable,Greenhub,1.5
2022-10-14,MOM,OTHER,HDPE/PP,Unidentifiable,Greenhub,1.5
2022-10-14,pristine,OTHER,HDPE/PP,Container,Greenhub,1.5
2022-10-14,Clear Cough,OTHER,HDPE/PP,Medical Container,Greenhub,1.5
2022-10-14,Activo Vite,OTHER,HDPE/PP,Medical Container,Greenhub,1.5
2022-10-14,Kepro,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,1.5
2022-10-14,Sukuma,OTHER,HDPE/PP,Food Container/Packaging,Greenhub,1.5
2022-10-14,Cetaphil,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,1.5
2022-10-14,Cocopulp,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,1.5
2022-10-14,ubisi,OTHER,HDPE/PP,Unidentifiable,Greenhub,1.5
2022-10-14,masculin,OTHER,HDPE/PP,Deodorant,Greenhub,1.5
2022-10-14,Black Chic,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,1.5
2022-10-14,bio-gen,OTHER,HDPE/PP,Medical Container,Greenhub,1.5
2022-10-14,mco,OTHER,HDPE/PP,Unidentifiable,Greenhub,1.5
2022-10-14,royale,OTHER,HDPE/PP,Container,Greenhub,1.5
2022-10-14,organics,OTHER,HDPE/PP,Skin/Hair Products,Greenhub,1.5
